OrderID,OrderDate,customer_name,product_name,Quantity,price_per_carton,discount,revenue,cogs,location,sales_reps,payment_method,order_status,delivery_time
10079,44202,The Lamb Christian Bookshop,100pcs in nylon,3,80000,0,240000,195000,Osun,Afolabi Ige,Cash,Delivered,1
10080,44203,Deprince Supermarket,500pcs in a jar,29,51600,0,1496400,1247000,Lagos,Chike Obi,Cash,Delivered,3
10081,44203,Bible Wonderland,100pcs in nylon,5,80000,0,400000,325000,Lagos,Chike Obi,POS,Delivered,2
10082,44203,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,Credit,Delivered,6
10083,44203,Css Bookshop,500pcs in a jar,5,51600,0,258000,215000,Lagos,Adeola Johnson,Cash,Delivered,1
10084,44203,Css Bookshop,250pcs in a jar,3,51600,0,154800,129000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
10085,44203,Baptist Bookshop,250pcs in a jar,1,51600,0,51600,43000,Abuja,Ngozi Eze,POS,Delivered,3
10086,44203,Bible Wonderland,100pcs in nylon,15,80000,0,1200000,975000,Lagos,Ngozi Eze,Cash,Delivered,1
10087,44203,The Lamb Christian Bookshop,250pcs in a jar,2,51600,0,103200,86000,Osun,Afolabi Ige,Bank Transfer,Delivered,7
10088,44203,Deprince Supermarket,100pcs in nylon,16,80000,0,1280000,1040000,Lagos,Chike Obi,POS,Delivered,3
10089,44203,The Lamb Christian Bookshop,100pcs in a jar,7,50400,0,352800,-294000,Osun,Afolabi Ige,POS,Delivered,1
10090,44203,Real Treasure Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Oyo,Segun Adesina,Bank Transfer,Delivered,2
10091,44203,Real Treasure Christian Bookshop,250pcs in a jar,8,51600,0,412800,344000,Oyo,Yemi Akande,Credit,Delivered,1
10092,44203,The Lamb Christian Bookshop,500pcs in a jar,7,51600,0,361200,301000,Osun,Afolabi Ige,Credit,Delivered,1
10093,44203,Css Bookshop,500pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,POS,Delivered,1
10094,44203,Real Treasure Christian Bookshop,500pcs in a jar,5,51600,0,258000,215000,Oyo,Segun Adesina,Cash,Delivered,2
10095,44204,Bradenburg Multichoice,100pcs in nylon,10,80000,0,800000,650000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,2
10096,44204,Bible Wonderland,500pcs in a jar,3,51600,0,154800,129000,Lagos,Adeola Johnson,Bank Transfer,Delivered,4
10097,44204,Ace Supermarket,100pcs in nylon,7,80000,0,560000,455000,Lagos,Adeola Johnson,Cash,Delivered,9
10098,44204,Bradenburg Multichoice,100pcs in nylon,10,80000,0,800000,650000,Ogun,Tunde Ogunleye,Cash,Delivered,3
10099,44204,Baptist Bookshop,100pcs in a jar,2,50400,0,100800,84000,Abuja,Ngozi Eze,POS,Delivered,2
10100,44204,Real Treasure Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Oyo,Segun Adesina,Bank Transfer,Delivered,4
10101,44204,Bible Wonderland,500pcs in a jar,5,51600,0,258000,215000,Lagos,Abdul Mohammed,Cash,Delivered,6
10102,44204,Ace Supermarket,250pcs in a jar,23,51600,0,1186800,989000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,3
10103,44205,Ace Supermarket,250pcs in a jar,23,51600,0,1186800,989000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,3
10104,44204,Bradenburg Multichoice,250pcs in a jar,18,51600,0,928800,774000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,1
10105,44204,The Lamb Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Osun,Afolabi Ige,Cash,Delivered,2
10106,44205,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,Cash,Delivered,1
10107,44205,Baptist Bookshop,500pcs in a jar,3,51600,0,154800,129000,Abuja,Ngozi Eze,Credit,Delivered,3
10108,44205,The Lamb Christian Bookshop,100pcs in nylon,1,80000,0,80000,65000,Osun,,Bank Transfer,On Hold,1
10109,44205,Bible Wonderland,500pcs in a jar,5,51600,0,258000,215000,Lagos,Chike Obi,Bank Transfer,Delivered,4
10110,44205,Ace Supermarket,250pcs in a jar,6,51600,0,309600,258000,Lagos,Adeola Johnson,Credit,Delivered,2
10111,44205,Real Treasure Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Oyo,Segun Adesina,Bank Transfer,Delivered,2
10112,44206,Real Treasure Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Oyo,Segun Adesina,Bank Transfer,Delivered,2
10113,44205,The Lamb Christian Bookshop,250pcs in a jar,4,51600,0,206400,172000,Osun,Afolabi Ige,Bank Transfer,Delivered,6
10114,44205,Baptist Bookshop,500pcs in a jar,3,51600,0,154800,129000,Abuja,Ngozi Eze,Bank Transfer,Delivered,31
10116,44205,The Lamb Christian Bookshop,100pcs in a jar,4,50400,0,201600,168000,Osun,Afolabi Ige,POS,Delivered,4
10117,44205,The Lamb Christian Bookshop,500pcs in a jar,1,51600,0,51600,43000,Osun,Afolabi Ige,POS,Delivered,1
10118,44205,Css Bookshop,100pcs in nylon,2,80000,5,160000,130000,Lagos,Funmi Adebayo,Cash,Delivered,6
10119,44205,Css Bookshop,500pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,Cash,Delivered,6
10120,44205,The Lamb Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Lagos,Abdul Mohammed,Cash,Delivered,2
10121,44206,Bible Wonderland,100pcs in nylon,3,80000,0,240000,195000,Lagos,Adeola Johnson,Bank Transfer,Delivered,3
10122,44206,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,Ngozi Eze,Bank Transfer,Delivered,3
10123,44206,Ace Supermarket,250pcs in a jar,14,51600,0,722400,602000,Lagos,Chike Obi,Bank Transfer,Delivered,2
10124,44206,Real Treasure Christian Bookshop,250pcs in a jar,4,51600,0,206400,172000,Oyo,Yemi Akande,Bank Transfer,Pending,2
10125,44206,The Lamb Christian Bookshop,500pcs in a jar,6,51600,0,309600,258000,Osun,Afolabi Ige,Bank Transfer,Pending,4
10126,44207,Css Bookshop,500pcs in a jar,3,51600,0,154800,129000,Lagos,Adeola Johnson,Cash,Delivered,4
10127,44207,The Lamb Christian Bookshop,250pcs in a jar,8,51600,0,412800,344000,Osun,Afolabi Ige,POS,Delivered,1
10128,44207,Deprince Supermarket,100pcs in a jar,27,50400,0,1360800,1134000,Lagos,Adeola Johnson,POS,Delivered,1
10129,44207,The Lamb Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Osun,Abdul Mohammed,Cash,Delivered,8
10130,44207,Real Treasure Christian Bookshop,250pcs in a jar,4,51600,0,206400,172000,Oyo,Segun Adesina,Cash,Delivered,4
10131,44207,Bible Wonderland,500pcs in a jar,1,51600,0,51600,43000,Lagos,Funmi Adebayo,Cash,Delivered,7
10132,44207,The Lamb Christian Bookshop,100pcs in a jar,3,50400,0,151200,126000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
10133,44207,Real Treasure Christian Bookshop,250pcs in a jar,1,51600,0,51600,43000,Oyo,Segun Adesina,POS,Delivered,6
10134,44207,Real Treasure Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Oyo,Yemi Akande,Cash,Delivered,3
10135,44207,Bible Wonderland,100pcs in nylon,1,80000,0,80000,65000,Lagos,,POS,Delivered,1
10136,44207,Css Bookshop,250pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,POS,Delivered,3
10137,44207,Deprince Supermarket,100pcs in a jar,12,50400,0,604800,504000,Lagos,Funmi Adebayo,POS,Delivered,2
10138,44207,Bible Wonderland,100pcs in a jar,2,50400,15,100800,84000,Lagos,Chike Obi,POS,Delivered,1
10139,44207,Ace Supermarket,100pcs in nylon,13,80000,0,1040000,845000,Lagos,Chike Obi,Bank Transfer,Delivered,3
10140,44207,Bible Wonderland,250pcs in a jar,5,51600,0,258000,215000,Lagos,Adeola Johnson,Bank Transfer,Delivered,6
10141,44207,Bible Wonderland,500pcs in a jar,3,51600,0,154800,129000,Lagos,Funmi Adebayo,Cash,Delivered,1
10142,44208,Deprince Supermarket,250pcs in a jar,13,51600,0,670800,559000,Lagos,Adeola Johnson,POS,Delivered,5
10144,44208,Bradenburg Multichoice,500pcs in a jar,9,51600,0,464400,387000,Ogun,Abdul Mohammed,Cash,Delivered,4
10145,44208,Css Bookshop,100pcs in a jar,6,50400,0,302400,252000,Lagos,Ngozi Eze,Cash,Delivered,4
10146,44208,Bradenburg Multichoice,500pcs in a jar,28,51600,0,1444800,1204000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,1
10147,44208,Bible Wonderland,100pcs in a jar,5,50400,5,252000,210000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,2
10148,44208,The Lamb Christian Bookshop,100pcs in a jar,7,50400,5,352800,294000,Osun,Afolabi Ige,POS,Cancelled,2
10149,44208,Ace Supermarket,500pcs in a jar,26,51600,0,1341600,1118000,Lagos,Adeola Johnson,Bank Transfer,Pending,3
10150,44208,Ace Supermarket,100pcs in a jar,3,50400,0,151200,126000,Lagos,Abdul Mohammed,Cash,Delivered,2
10151,44208,Bible Wonderland,500pcs in a jar,3,51600,0,154800,129000,Lagos,Chike Obi,Bank Transfer,Delivered,3
10152,44208,Ace Supermarket,100pcs in a jar,4,50400,0,201600,168000,Lagos,Adeola Johnson,Cash,Delivered,4
10153,44208,Baptist Bookshop,100pcs in a jar,1,50400,0,50400,42000,Lagos,Ngozi Eze,Bank Transfer,Delivered,3
10154,44208,Css Bookshop,100pcs in a jar,3,50400,0,151200,126000,Lagos,Ngozi Eze,Bank Transfer,Pending,4
10155,44208,Deprince Supermarket,500pcs in a jar,8,51600,0,412800,344000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
10157,44208,Real Treasure Christian Bookshop,250pcs in a jar,2,51600,0,103200,86000,Oyo,Segun Adesina,Bank Transfer,Delivered,1
10158,44208,Bradenburg Multichoice,500pcs in a jar,3,51600,0,154800,129000,Ogun,Tunde Ogunleye,POS,Pending,2
10159,44208,Ace Supermarket,250pcs in a jar,58,51600,0,2992800,2494000,Lagos,Ngozi Eze,Bank Transfer,Delivered,44
10160,44208,Bible Wonderland,250pcs in a jar,4,51600,0,206400,172000,Lagos,Adeola Johnson,Bank Transfer,Delivered,5
10161,44208,Real Treasure Christian Bookshop,500pcs in a jar,3,51600,0,154800,129000,Oyo,Segun Adesina,Bank Transfer,Delivered,2
10162,44209,Css Bookshop,250pcs in a jar,2,51600,0,103200,86000,Lagos,Adeola Johnson,Credit,Delivered,1
10163,44209,Deprince Supermarket,250pcs in a jar,3,51600,0,154800,129000,Lagos,Abdul Mohammed,Cash,Delivered,6
10164,44209,The Lamb Christian Bookshop,250pcs in a jar,5,51600,0,258000,215000,Osun,,Cash,Delivered,1
10165,44209,Bradenburg Multichoice,100pcs in a jar,143,50400,0,7207200,6006000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,5
10166,44209,Bradenburg Multichoice,250pcs in a jar,41,51600,0,2115600,1763000,Ogun,Bisi Awolowo,Bank Transfer,Delivered,1
10167,44209,Baptist Bookshop,500pcs in a jar,2,51600,0,103200,86000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,1
10168,44209,Bible Wonderland,100pcs in a jar,1,50400,0,50400,42000,Lagos,Abdul Mohammed,POS,Delivered,1
10169,44209,Baptist Bookshop,100pcs in a jar,7,50400,0,352800,294000,Abuja,Abdul Mohammed,Cash,Pending,4
10170,44209,Deprince Supermarket,500pcs in a jar,6,51600,0,309600,258000,Lagos,Funmi Adebayo,POS,Delivered,2
10171,44209,Css Bookshop,500pcs in a jar,7,51600,0,361200,301000,Lagos,Abdul Mohammed,Cash,Delivered,3
10172,44209,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,Bank Transfer,Delivered,1
10173,44209,Deprince Supermarket,500pcs in a jar,25,51600,0,1290000,-1075000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,8
10174,44209,Baptist Bookshop,100pcs in nylon,3,80000,0,240000,195000,Abuja,Abdul Mohammed,Bank Transfer,Delivered,2
10175,44209,The Lamb Christian Bookshop,100pcs in nylon,2,80000,0,160000,130000,Osun,,Bank Transfer,Delivered,1
10176,44209,Ace Supermarket,250pcs in a jar,6,51600,0,309600,258000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
10177,44209,Deprince Supermarket,100pcs in nylon,12,80000,0,960000,780000,Lagos,Adeola Johnson,Bank Transfer,Delivered,1
10178,44209,Bradenburg Multichoice,250pcs in a jar,16,51600,15,825600,688000,Ogun,Bisi Awolowo,Cash,Pending,2
10179,44209,The Lamb Christian Bookshop,500pcs in a jar,2,51600,0,103200,86000,Lagos,Ngozi Eze,Bank Transfer,Delivered,23
10180,44210,The Lamb Christian Bookshop,250pcs in a jar,5,51600,0,258000,-215000,Osun,Afolabi Ige,POS,Delivered,1
10181,44210,Css Bookshop,250pcs in a jar,2,51600,0,103200,86000,Lagos,Funmi Adebayo,Cash,Delivered,1
10182,44210,Ace Supermarket,500pcs in a jar,8,51600,0,412800,344000,Lagos,Chike Obi,Cash,Delivered,1
10183,44210,Bradenburg Multichoice,250pcs in a jar,20,51600,0,1032000,860000,Ogun,Tunde Ogunleye,Bank Transfer,Delivered,1
10184,44210,Bradenburg Multichoice,100pcs in a jar,1120,50400,0,56448000,-47040000,Ogun,Bisi Awolowo,Cash,Delivered,1
10185,44210,Bradenburg Multichoice,100pcs in a jar,6,50400,10,302400,252000,Ogun,Ngozi Eze,Bank Transfer,Delivered,1
10186,44210,Bradenburg Multichoice,100pcs in a jar,7,50400,0,352800,294000,Ogun,Tunde Ogunleye,POS,Delivered,4
10187,44210,Deprince Supermarket,500pcs in a jar,18,51600,0,928800,774000,Lagos,Chike Obi,POS,Delivered,6
10189,44210,Ace Supermarket,250pcs in a jar,2,51600,0,103200,86000,Lagos,Ngozi Eze,Cash,Delivered,1
10190,44210,Deprince Supermarket,100pcs in a jar,16,50400,0,806400,672000,Lagos,Funmi Adebayo,Bank Transfer,Delivered,1
10191,44210,Baptist Bookshop,500pcs in a jar,4,51600,0,206400,172000,Abuja,,Cash,Delivered,6
10192,44210,Deprince Supermarket,250pcs in a jar,15,51600,0,774000,645000,Lagos,Chike Obi,Cash,Delivered,1
10193,44210,The Lamb Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Osun,Afolabi Ige,POS,Delivered,1
10194,44210,Deprince Supermarket,500pcs in a jar,15,51600,0,774000,645000,Lagos,Ngozi Eze,Cash,Delivered,9
10195,44210,Bible Wonderland,500pcs in a jar,2,51600,0,103200,86000,Lagos,Abdul Mohammed,Bank Transfer,Delivered,4
10196,44210,Css Bookshop,500pcs in a jar,1,51600,0,51600,-43000,Lagos,Funmi Adebayo,Cash,Delivered,1
10197,44211,Baptist Bookshop,100pcs in a jar,1,50400,0,50400,42000,Abuja,,POS,Delivered,2
10198,44211,The Lamb Christian Bookshop,100pcs in a jar,5,50400,0,252000,210000,Osun,Afolabi Ige,Cash,Delivered,1
10199,44211,Bradenburg Multichoice,500pcs in a jar,15,51600,10,774000,645000,Ogun,Tunde Ogunleye,Cash,Delivered,1
10200,44211,Bradenburg Multichoice,250pcs in a jar,30,51600,0,1548000,1290000,Ogun,Bisi Awolowo,Cash,Delivered,3
10201,44211,Deprince Supermarket,250pcs in a jar,33,51600,0,1702800,1419000,Lagos,Abdul Mohammed,Cash,Pending,2
10202,44211,Deprince Supermarket,250pcs in a jar,14,51600,0,722400,602000,Lagos,Chike Obi,Credit,Delivered,17
10203,44211,The Lamb Christian Bookshop,100pcs in a jar,2,50400,5,100800,84000,Osun,Afolabi Ige,Bank Transfer,Delivered,2
10205,44211,Baptist Bookshop,500pcs in a jar,2,51600,15,103200,86000,Abuja,,Bank Transfer,Delivered,1
10206,44211,The Lamb Christian Bookshop,100pcs in a jar,5,50400,0,252000,210000,Osun,Afolabi Ige,POS,Delivered,2
10207,44211,Real Treasure Christian Bookshop,100pcs in a jar,2,50400,0,100800,84000,Oyo,Yemi Akande,Bank Transfer,Delivered,1
10208,44211,Css Bookshop,100pcs in a jar,2,50400,0,100800,84000,Lagos,Ngozi Eze,Bank Transfer,Delivered,4
10210,44211,Ace Supermarket,100pcs in a jar,36,50400,0,1814400,1512000,Lagos,Chike Obi,Bank Transfer,Delivered,1
10211,44211,Css Bookshop,100pcs in a jar,3,50400,0,151200,126000,Lagos,Funmi Adebayo,Cash,Delivered,1
10212,44212,Bradenburg Multichoice,250pcs in a jar,40,51600,0,2064000,1720000,Ogun,Bisi Awolowo,POS,Delivered,3
10213,44212,Real Treasure Christian Bookshop,250pcs in a jar,3,51600,0,154800,129000,Oyo,Segun Adesina,POS,Delivered,3
10214,44212,Bradenburg Multichoice,250pcs in a jar,4,51600,0,206400,172000,Ogun,Bisi Awolowo,Cash,Delivered,7
10215,44212,Bible Wonderland,100pcs in a jar,2,50400,0,100800,84000,Lagos,Adeola Johnson,Bank Transfer,Delivered,2
10216,44212,Bible Wonderland,100pcs in a jar,4,50400,0,201600,168000,Lagos,Ngozi Eze,Cash,Delivered,38
